date,wealth,count
2019-08-15,8.8,2112
2019-10-01,8.9,2126
2019-10-29,9.2,2152
2019-11-07,9.4,2165
2020-01-19,9.9,2198
2020-02-07,9.7,2168
2020-02-15,9.8,2168
2020-02-16,9.8,2168
2020-02-17,9.8,2167
2020-02-18,9.8,2167
2020-02-19,9.8,2170
2020-02-20,9.8,2171
2020-02-21,9.8,2171
2020-02-22,9.7,2170
2020-02-23,9.7,2166
2020-02-24,9.7,2166
2020-02-25,9.6,2166
2020-02-26,9.4,2151
2020-02-27,9.3,2145
2020-02-28,9.2,2133
2020-02-29,9.1,2105
2020-03-01,9.1,2103
2020-03-02,9.2,2103
2020-03-03,9.3,2118
2020-03-04,9.4,2128
2020-03-05,9.4,2129
2020-03-06,9.3,2128
2020-03-07,9.2,2118
2020-03-08,9.2,2118
2020-03-09,9.0,2120
2020-03-10,8.9,2084
2020-03-11,8.8,2082
2020-03-12,8.4,2059
2020-03-13,8.3,2013
2020-03-14,8.4,2016
2020-03-15,8.4,2016
2020-03-16,8.1,2016
2020-03-17,8.0,1967
2020-03-18,7.9,1966
2020-03-19,7.8,1932
2020-03-20,7.8,1928
2020-03-21,7.9,1946
2020-03-22,7.9,1946
2020-03-23,7.8,1946
2020-03-24,7.7,1908
2020-03-25,8.0,1944
2020-03-26,8.1,1962
2020-03-27,8.3,1976
2020-03-28,8.2,1973
2020-03-29,8.2,1973
2020-03-30,8.2,1973
2020-03-31,8.3,1975
2020-04-01,8.3,1980
2020-04-02,8.1,1967
2020-04-03,8.2,1969
2020-04-04,8.1,1959
2020-04-05,8.1,1959
2020-04-06,8.1,1959
2020-04-07,8.4,1975
2020-04-08,8.8,2152
2020-04-09,8.8,2150
2020-04-10,8.9,2163
2020-04-11,8.9,2163
2020-04-12,8.9,2163
2020-04-13,8.9,2163
2020-04-14,8.9,2155
2020-04-15,8.9,2171
2020-04-16,8.9,2161
2020-04-17,9.0,2158
2020-04-18,9.0,2168
2020-04-19,9.0,2168
2020-04-20,9.0,2168
2020-04-21,8.9,2168
2020-04-23,8.9,2161
2020-04-24,8.9,2160
2020-04-25,8.9,2156
2020-04-26,8.9,2156
2020-04-27,9.0,2156
2020-04-28,9.0,2169
2020-04-29,9.1,2175
2020-04-30,9.2,2192
2020-05-01,9.2,2195
2020-05-02,9.1,2182
2020-05-03,9.1,2182
2020-05-04,9.1,2182
2020-05-05,9.1,2172
2020-05-06,9.1,2172
2020-05-07,9.1,2170
2020-05-08,9.1,2170
2020-05-09,9.2,2186
2020-05-10,9.2,2186
2020-05-11,9.2,2186
2020-05-12,9.2,2177
2020-05-13,9.2,2183
2020-05-14,9.1,2181
2020-05-15,9.1,2166
2020-05-16,9.1,2171
2020-05-17,9.1,2171
2020-05-18,9.2,2171
2020-05-19,9.2,2178
2020-05-20,9.3,2187
2020-05-21,9.3,2190
2020-05-22,9.3,2189
2020-05-23,9.2,2175
2020-05-24,9.2,2175
2020-05-25,9.2,2175
2020-05-26,9.3,2175
2020-05-27,9.4,2195
2020-05-28,9.4,2201
2020-05-29,9.5,2200
2020-05-30,9.5,2201
2020-05-31,9.5,2201
2020-06-01,9.6,2201
2020-06-02,9.6,2212
2020-06-03,9.8,2223
2020-06-04,9.8,2243
2020-06-05,9.9,2243
2020-06-06,9.9,2255
2020-06-07,9.9,2255
2020-06-08,10.0,2253
2020-06-09,10.0,2257
2020-06-10,10.0,2255
2020-06-11,9.8,2250
2020-06-12,9.8,2234
2020-06-13,9.7,2236
2020-06-14,9.7,2236
2020-06-15,9.7,2236
2020-06-16,9.8,2224
2020-06-17,9.8,2233
2020-06-18,9.8,2231
2020-06-19,9.9,2233
2020-06-20,9.9,2233
2020-06-21,9.9,2237
2020-06-22,9.9,2237
2020-06-23,9.9,2237
2020-06-24,9.9,2240
2020-06-25,9.9,2235
2020-06-26,9.8,2231
2020-06-27,9.8,2233
2020-06-28,9.8,2233
2020-06-29,9.8,2232
2020-06-30,9.8,2228
2020-07-01,9.9,2231
2020-07-02,9.9,2231
2020-07-06,9.9,2231
2020-07-07,10.1,2231
2020-07-08,10.2,2249
2020-07-09,10.2,2250
2020-07-10,10.2,2249
2020-07-11,10.2,2246
2020-07-12,10.2,2246
2020-07-13,10.2,2246
2020-07-14,10.2,2251
2020-07-15,10.3,2249
2020-07-16,10.2,2249
2020-07-17,10.2,2249
2020-07-18,10.2,2249
2020-07-19,10.2,2247
2020-07-20,10.3,2244
2020-07-21,10.3,2244
2020-07-22,10.4,2252
2020-07-23,10.4,2256
2020-07-24,10.2,2256
2020-07-25,10.2,2247
2020-07-26,10.2,2241
2020-07-27,10.2,2235
2020-07-28,10.2,2236
2020-07-29,10.2,2235
2020-07-30,10.3,2241
2020-07-31,10.3,2241
2020-08-04,10.4,2241
2020-08-05,10.4,2241
2020-08-06,10.4,2241
2020-08-07,10.4,2250
2020-08-08,10.4,2244
2020-08-09,10.4,2244
2020-08-10,10.4,2244
2020-08-11,10.4,2244
2020-08-12,10.4,2244
2020-08-13,10.5,2253
2020-08-14,10.5,2253
2020-08-15,10.5,2253
2020-08-16,10.5,2253
2020-08-17,10.5,2253
2020-08-18,10.5,2253
2020-08-19,10.6,2258
2020-08-20,10.6,2253
2020-08-21,10.6,2253
2020-08-22,10.6,2246
2020-08-23,10.6,2249
2020-08-24,10.7,2248
2020-08-25,10.7,2254
2020-08-26,10.8,2257
2020-08-27,10.8,2258
2020-08-28,10.8,2255
2020-08-29,10.8,2261
2020-08-30,10.8,2261
2020-08-31,10.8,2261
2020-09-01,10.9,2260
2020-09-02,11.0,2267
2020-09-03,10.8,2269
2020-09-04,10.8,2262
2020-09-05,10.8,2263
2020-09-06,10.8,2263
2020-09-07,10.7,2263
2020-09-08,10.6,2262
2020-09-09,10.7,2261
2020-09-10,10.7,2257
2020-09-11,10.7,2259
2020-09-12,10.7,2256
2020-09-13,10.7,2256
2020-09-14,10.8,2256
2020-09-15,10.8,2266
2020-09-16,10.8,2265
2020-09-17,10.8,2271
2020-09-18,10.8,2274
2020-09-19,10.8,2277
2020-09-21,10.7,2276
2020-09-22,10.7,2265
2020-09-23,10.6,2256
2020-09-24,10.6,2252
2020-09-25,10.6,2245
2020-09-26,10.6,2248
2020-09-27,10.6,2248
2020-09-28,10.7,2248
2020-09-29,10.7,2250
2020-09-30,10.7,2248
2020-10-01,10.8,2247
2020-10-03,10.7,2249
2020-10-04,10.7,2249
2020-10-05,10.8,2247
2020-10-06,10.8,2254
2020-10-07,10.8,2261
2020-10-08,10.9,2258
2020-10-09,10.9,2265
2020-10-10,11.0,2269
2020-10-11,11.0,2271
2020-10-12,11.1,2271
2020-10-13,11.1,2270
2020-10-14,11.0,2271
2020-10-16,11.0,2260
2020-10-17,11.0,2266
2020-10-18,11.0,2266
2020-10-19,10.9,2266
2020-10-20,11.0,2267
2020-10-21,11.0,2271
2020-10-22,11.0,2270
2020-10-23,11.0,2270
2020-10-24,11.0,2268
2020-10-25,10.9,2267
2020-10-26,10.9,2267
2020-10-27,10.9,2265
2020-10-28,10.8,2265
2020-10-29,10.8,2261
2020-10-30,10.7,2259
2020-10-31,10.7,2253
2020-11-01,10.7,2253
2020-11-02,10.8,2253
2020-11-03,10.8,2259
2020-11-04,11.0,2267
2020-11-05,11.1,2267
2020-11-06,11.2,2279
2020-11-07,11.2,2278
2020-11-08,11.2,2278
2020-11-09,11.2,2278
2020-11-10,11.2,2297
2020-11-11,11.2,2300
2020-11-12,11.2,2300
2020-11-13,11.3,2295
2020-11-14,11.2,2287
2020-11-15,11.2,2287
2020-11-17,11.3,2294
2020-11-18,11.3,2294
2020-11-19,11.3,2293
2020-11-20,11.3,2289
2020-11-21,11.3,2293
2020-11-22,11.3,2293
2020-11-23,11.4,2293
2020-11-24,11.4,2297
2020-11-25,11.4,2305
2020-11-26,11.4,2301
2020-11-27,11.5,2300
2020-11-28,11.5,2301
2020-11-29,11.5,2301
2020-11-30,11.4,2301
2020-12-01,11.5,2294
2020-12-02,11.5,2298
2020-12-03,11.5,2300
2020-12-04,11.6,2304
2020-12-05,11.6,2304
2020-12-06,11.6,2304
2020-12-07,11.6,2304
2020-12-08,11.6,2303
2020-12-09,11.6,2312
2020-12-10,11.6,2311
2020-12-11,11.6,2308
2020-12-12,11.6,2306
2020-12-13,11.6,2306
2020-12-14,11.6,2306
2020-12-15,11.7,2307
2020-12-16,11.7,2307
2020-12-17,11.8,2314
2020-12-18,11.8,2316
2020-12-19,11.8,2315
2020-12-20,11.8,2315
2020-12-21,11.8,2314
2020-12-22,11.7,2309
2020-12-23,11.9,2353
2020-12-24,11.9,2356
2020-12-25,11.9,2356
2020-12-26,11.9,2356
2020-12-27,11.9,2356
2020-12-28,11.9,2356
2020-12-29,11.8,2358
2020-12-31,12.0,2358
2021-01-01,11.9,2357
2021-01-02,11.9,2357
2021-01-03,12.0,2357
2021-01-04,12.0,2357
2021-01-05,12.1,2364
2021-01-06,12.1,2358
2021-01-07,12.2,2362
2021-01-08,12.2,2362
2021-01-09,12.2,2366
2021-01-10,12.2,2366
2021-01-11,12.2,2364
2021-01-12,12.2,2364
2021-01-13,12.2,2364
2021-01-14,12.2,2363
2021-01-15,12.1,2368
2021-01-16,12.1,2365
2021-01-17,12.1,2365
2021-01-18,12.1,2365
2021-01-19,12.2,2364
2021-01-20,12.3,2362
2021-01-21,12.3,2364
2021-01-22,12.3,2361
2021-01-23,12.3,2356
2021-01-24,12.3,2356
2021-01-25,12.4,2355
2021-01-26,12.3,2356
2021-01-27,12.3,2357
2021-01-28,12.2,2358
2021-01-29,12.1,2354
2021-01-30,12.1,2352
2021-01-31,12.1,2352
2021-02-01,12.2,2352
2021-02-02,12.2,2348
2021-02-03,12.3,2355
2021-02-04,12.4,2358
2021-02-05,12.4,2362
2021-02-06,12.4,2362
2021-02-07,12.4,2359
2021-02-08,12.5,2359
2021-02-09,12.6,2363
2021-02-10,12.7,2367
2021-02-11,12.7,2372
2021-02-12,12.8,2371
2021-02-13,12.8,2371
2021-02-14,12.8,2371
2021-02-15,12.8,2371
2021-02-16,12.8,2370
2021-02-17,12.8,2377
2021-02-18,12.7,2374
2021-02-19,12.7,2374
2021-02-20,12.7,2376
2021-02-21,12.7,2378
2021-02-22,12.6,2379
2021-02-23,12.6,2379
2021-02-24,12.5,2382
2021-02-25,12.4,2381
2021-02-26,12.4,2383
2021-02-27,12.3,2374
2021-02-28,12.3,2376
2021-03-01,12.5,2371
2021-03-02,12.5,2378
2021-03-03,12.4,2379
2021-03-04,12.4,2375
2021-03-05,12.3,2367
2021-03-06,12.3,2373
2021-03-07,12.3,2370
2021-03-08,12.2,2367
2021-03-09,12.1,2365
2021-03-11,12.4,2354
2021-03-12,12.5,2361
2021-03-13,12.5,2362
2021-03-14,12.5,2363
2021-03-15,12.4,2362
2021-03-16,12.5,2363
2021-03-18,12.5,2364
2021-03-19,12.4,2365
2021-03-20,12.3,2365
2021-03-21,12.3,2365
2021-03-22,12.4,2365
2021-03-23,12.3,2364
2021-03-24,12.2,2359
2021-03-25,12.1,2354
2021-03-26,12.2,2355
2021-03-27,12.2,2354
2021-03-28,12.2,2354
2021-03-29,12.2,2354
2021-03-30,12.2,2354
2021-03-31,12.2,2356
2021-04-01,12.4,2356
2021-04-02,12.4,2357
2021-04-03,12.4,2357
2021-04-04,12.4,2358
2021-04-05,12.4,2358
2021-04-06,12.5,2363
2021-04-07,12.4,2361
2021-04-08,12.5,2361
2021-04-09,13.2,2741
2021-04-10,13.2,2730
2021-04-11,13.2,2731
2021-04-12,13.1,2731
2021-04-13,13.1,2731
2021-04-14,13.2,2713
2021-04-15,13.2,2719
2021-04-16,13.3,2720
2021-04-17,13.3,2726
2021-04-18,13.3,2726
2021-04-19,13.3,2726
2021-04-20,13.3,2730
2021-04-21,13.3,2728
2021-04-22,13.3,2730
2021-04-23,13.4,2732
2021-04-24,13.4,2732
2021-04-25,13.4,2734
2021-04-26,13.4,2734
2021-04-27,13.5,2735
2021-04-28,13.5,2740
2021-04-29,13.5,2740
2021-04-30,13.5,2739
2021-05-01,13.4,2732
2021-05-02,13.4,2731
2021-05-03,13.4,2731
2021-05-04,13.4,2731
2021-05-05,13.4,2722
2021-05-06,13.3,2721
2021-05-07,13.3,2722
2021-05-08,13.4,2722
2021-05-09,13.4,2722
2021-05-10,13.3,2722
2021-05-11,13.3,2722
2021-05-12,13.2,2721
2021-05-13,13.1,2718
2021-05-14,13.2,2709
2021-05-15,13.3,2714
2021-05-16,13.3,2714
2021-05-17,13.3,2714
2021-05-18,13.3,2717
2021-05-19,13.4,2725
2021-05-20,13.4,2725
2021-05-21,13.4,2724
2021-05-22,13.4,2722
2021-05-23,13.4,2722
2021-05-24,13.4,2722
2021-05-25,13.5,2714
2021-05-26,13.5,2717
2021-05-27,13.6,2720
2021-05-28,13.6,2729
2021-05-29,13.6,2726
2021-05-30,13.6,2726
2021-05-31,13.6,2726
2021-06-01,13.7,2726
2021-06-02,13.7,2736
2021-06-03,13.6,2738
2021-06-04,13.7,2734
2021-06-05,13.7,2731
2021-06-06,13.7,2731
2021-06-07,13.7,2731
2021-06-08,13.7,2732
2021-06-09,13.7,2736
2021-06-10,13.7,2734
2021-06-11,13.8,2735
2021-06-12,13.8,2736
2021-06-13,13.8,2736
2021-06-14,13.8,2736
2021-06-16,13.6,2729
2021-06-17,13.6,2721
2021-06-18,13.5,2710
2021-06-19,13.5,2710
2021-06-20,13.4,2707
2021-06-21,13.4,2707
2021-06-22,13.5,2708
2021-06-23,13.5,2706
2021-06-24,13.6,2705
2021-06-25,13.6,2709
2021-06-26,13.7,2711
2021-06-27,13.7,2711
2021-06-28,13.7,2711
2021-06-29,13.7,2685
2021-06-30,13.6,2707
2021-07-01,13.6,2708
2021-07-02,13.6,2704
2021-07-03,13.6,2703
2021-07-04,13.6,2703
2021-07-05,13.6,2702
2021-07-06,13.6,2702
2021-07-07,13.6,2699
2021-07-08,13.5,2708
2021-07-09,13.6,2699
2021-07-10,13.6,2702
2021-07-11,13.6,2702
2021-07-12,13.7,2702
2021-07-13,13.7,2707
2021-07-14,13.6,2707
2021-07-15,13.6,2704
2021-07-16,13.5,2703
2021-07-17,13.5,2697
2021-07-18,13.5,2697
2021-07-19,13.4,2697
2021-07-20,13.4,2689
2021-07-21,13.5,2691
2021-07-22,13.6,2697
2021-07-23,13.6,2697
2021-07-24,13.6,2693
2021-07-25,13.6,2693
2021-07-26,13.5,2693
2021-07-27,13.4,2689
2021-07-28,13.4,2676
2021-07-29,13.5,2678
2021-07-30,13.5,2688
2021-07-31,13.5,2684
2021-08-01,13.5,2684
2021-08-02,13.6,2684
2021-08-03,13.6,2689
2021-08-04,13.7,2688
2021-08-05,13.7,2689
2021-08-06,13.6,2685
2021-08-07,13.6,2681
2021-08-08,13.6,2681
2021-08-09,13.6,2681
2021-08-10,13.6,2682
2021-08-11,13.6,2683
2021-08-13,13.6,2686
2021-08-14,13.7,2684
2021-08-15,13.7,2684
2021-08-16,13.6,2685
2021-08-17,13.5,2685
2021-08-18,13.5,2670
2021-08-19,13.4,2669
2021-08-20,13.4,2661
2021-08-21,13.4,2655
2021-08-22,13.4,2655
2021-08-23,13.5,2655
2021-08-24,13.6,2668
2021-08-25,13.7,2675
2021-08-26,13.7,2675
2021-08-27,13.7,2670
2021-08-28,13.7,2670
2021-08-29,13.7,2670
2021-08-30,13.8,2670
2021-08-31,13.8,2672
2021-09-01,13.9,2677
2021-09-02,13.9,2681
2021-09-03,13.9,2678
2021-09-04,13.9,2678
2021-09-05,13.9,2678
2021-09-06,13.9,2679
2021-09-07,14.0,2679
2021-09-08,13.9,2685
2021-09-09,13.8,2679
2021-09-10,13.9,2675
2021-09-11,13.9,2683
2021-09-12,13.9,2683
2021-09-13,13.8,2683
2021-09-14,13.8,2680
2021-09-15,13.8,2672
2021-09-16,13.8,2667
2021-09-17,13.7,2662
2021-09-18,13.7,2670
2021-09-19,13.7,2668
2021-09-20,13.6,2670
2021-09-21,13.6,2661
2021-09-22,13.6,2661
2021-09-23,13.7,2662
2021-09-24,13.7,2668
2021-09-25,13.7,2668
2021-09-26,13.7,2669
2021-09-27,13.7,2668
2021-09-28,13.5,2662
2021-09-29,13.5,2662
2021-09-30,13.4,2652
2021-10-01,13.4,2653
2021-10-02,13.5,2655
2021-10-03,13.5,2655
2021-10-04,13.4,2655
2021-10-05,13.4,2655
2021-10-06,13.5,2695
2021-10-07,13.6,2681
2021-10-08,13.6,2691
2021-10-09,13.6,2697
2021-10-10,13.6,2697
2021-10-11,13.6,2697
2021-10-12,13.6,2696
2021-10-13,13.7,2684
2021-10-14,13.7,2692
2021-10-15,13.9,2698
2021-10-16,13.9,2697
2021-10-17,13.9,2696
2021-10-18,13.9,2696
2021-10-19,13.9,2693
2021-10-20,14.0,2705
2021-10-21,14.0,2707
2021-10-22,14.0,2707
2021-10-23,14.0,2701
2021-10-25,14.1,2701
2021-10-26,14.1,2705
2021-10-27,14.0,2698
2021-10-28,14.0,2698
2021-10-29,14.1,2697
2021-10-30,14.0,2691
2021-10-31,14.0,2691
2021-11-01,14.1,2691
2021-11-02,14.1,2697
2021-11-03,14.1,2697
2021-11-04,14.2,2699
2021-11-05,14.2,2700
2021-11-06,14.2,2695
2021-11-07,14.2,2695
2021-11-08,14.2,2695
2021-11-09,14.2,2696
2021-11-10,14.1,2696
2021-11-11,14.1,2698
2021-11-12,14.2,2707
2021-11-13,14.2,2704
2021-11-14,14.2,2704
2021-11-15,14.2,2704
2021-11-16,14.2,2702
2021-11-17,14.2,2700
2021-11-18,14.2,2699
2021-11-19,14.2,2692
2021-11-20,14.1,2687
2021-11-21,14.1,2687
2021-11-22,14.1,2688
2021-11-23,14.0,2680
2021-11-24,14.0,2675
2021-11-25,14.0,2676
2021-11-26,13.8,2676
2021-11-27,13.8,2661
2021-11-28,13.8,2661
2021-11-29,13.9,2662
2021-11-30,13.7,2657
2021-12-01,13.6,2651
2021-12-02,13.7,2654
2021-12-03,13.6,2651
2021-12-04,13.6,2644
2021-12-05,13.6,2644
2021-12-06,13.6,2644
2021-12-07,13.7,2622
2021-12-08,13.8,2658
2021-12-09,13.8,2661
2021-12-10,13.8,2656
2021-12-11,13.8,2656
2021-12-12,13.8,2650
2021-12-13,13.8,2660
2021-12-14,13.7,2663
2021-12-15,13.6,2652
2021-12-16,13.7,2656
2021-12-17,13.6,2658
2021-12-18,13.6,2651
2021-12-19,13.6,2652
2021-12-20,13.4,2648
2021-12-21,13.5,2643
2021-12-22,13.6,2653
2021-12-23,13.7,2661
2021-12-24,13.7,2665
2021-12-25,13.7,2665
2021-12-26,13.7,2664
2021-12-27,13.8,2664
2021-12-28,13.8,2665
2021-12-29,13.8,2665
2021-12-30,13.8,2660
2021-12-31,13.8,2664
2022-01-02,13.8,2667
2022-01-03,13.8,2667
2022-01-04,13.9,2667
2022-01-05,13.7,2664
2022-01-06,13.6,2658
2022-01-07,13.5,2648
2022-01-08,13.6,2648
2022-01-09,13.6,2648
2022-01-10,13.6,2647
2022-01-11,13.6,2651
2022-01-12,13.6,2651
2022-01-13,13.6,2658
2022-01-14,13.6,2649
2022-01-15,13.5,2634
2022-01-16,13.6,2653
2022-01-17,13.6,2653
2022-01-18,13.6,2653
2022-01-19,13.4,2639
2022-01-20,13.4,2634
2022-01-22,13.3,2626
2022-01-23,13.2,2618
2022-01-24,13.2,2618
2022-01-25,13.0,2604
2022-01-26,13.0,2591
2022-01-27,12.9,2575
2022-01-28,12.9,2564
2022-01-29,12.9,2572
2022-01-30,12.9,2575
2022-01-31,13.1,2575
2022-02-01,13.2,2580
2022-02-02,13.3,2600
2022-02-03,13.2,2592
2022-02-04,13.2,2588
2022-02-05,13.2,2589
2022-02-06,13.2,2589
2022-02-07,13.2,2588
2022-02-08,13.1,2588
2022-02-09,13.3,2590
2022-02-10,13.3,2595
2022-02-11,13.2,2603
2022-02-12,13.1,2592
2022-02-13,13.1,2594
2022-02-14,13.0,2593
2022-02-15,13.1,2593
2022-02-16,13.2,2592
2022-02-17,13.2,2596
2022-02-18,13.1,2593
2022-02-19,13.1,2584
2022-02-20,13.1,2582
2022-02-21,13.0,2587
2022-02-22,12.9,2582
2022-02-23,13.0,2582
2022-02-24,12.8,2574
2022-02-25,12.8,2551
2022-02-26,12.9,2577
2022-02-27,12.9,2578
2022-02-28,13.0,2569
2022-03-01,12.9,2575
2022-03-02,12.8,2566
2022-03-03,12.7,2554
2022-03-04,12.6,2552
2022-03-05,12.5,2530
2022-03-06,12.5,2533
2022-03-07,12.3,2528
2022-03-08,12.1,2483
2022-03-09,12.2,2474
2022-03-10,12.4,2483
2022-03-11,12.2,2474
2022-03-12,12.2,2472
2022-03-13,12.2,2469
2022-03-14,12.1,2464
2022-03-15,12.0,2442
2022-03-16,12.3,2448
2022-03-17,12.6,2480
2022-03-18,12.7,2486
2022-03-19,12.7,2491
2022-03-20,12.7,2491
2022-03-21,12.7,2491
2022-03-22,12.7,2487
2022-03-23,12.7,2499
2022-03-24,12.8,2502
2022-03-25,12.7,2498
2022-03-26,12.7,2488
2022-03-27,12.7,2488
2022-03-28,12.8,2487
2022-03-29,12.9,2490
2022-03-30,13.0,2506
2022-04-01,12.9,2511
2022-04-02,12.9,2504
2022-04-03,12.9,2507
2022-04-05,13.0,2505
2022-04-06,13.3,2696
2022-04-07,13.2,2680
2022-04-08,13.2,2666
2022-04-09,13.2,2668
2022-04-10,13.2,2669
2022-04-11,13.1,2669
2022-04-12,13.0,2646
2022-04-13,13.1,2653
2022-04-14,13.1,2643
2022-04-15,13.0,2653
2022-04-16,13.0,2653
2022-04-17,13.0,2653
2022-04-18,13.0,2653
2022-04-19,13.0,2648
2022-04-20,13.0,2642
2022-04-21,12.9,2643
2022-04-22,12.8,2617
2022-04-23,12.7,2604
2022-04-24,12.7,2604
2022-04-25,12.6,2603
2022-04-26,12.4,2575
2022-04-27,12.4,2563
2022-04-28,12.5,2564
2022-04-29,12.4,2567
2022-04-30,12.5,2573
2022-05-01,12.5,2573
2022-05-02,12.5,2573
2022-05-03,12.5,2575
2022-05-04,12.5,2575
2022-05-05,12.4,2570
2022-05-06,12.2,2560
2022-05-07,12.2,2536
2022-05-08,12.2,2536
2022-05-09,12.0,2537
2022-05-10,11.9,2510
2022-05-11,11.9,2505
2022-05-12,11.9,2512
2022-05-13,11.9,2500
2022-05-14,12.0,2524
2022-05-15,12.0,2525
2022-05-16,11.9,2525
2022-05-17,12.1,2519
2022-05-18,12.0,2544
2022-05-19,11.9,2532
2022-05-20,12.0,2533
2022-05-21,12.0,2555
2022-05-22,12.0,2555
2022-05-23,12.1,2555
2022-05-24,12.0,2558
2022-05-25,12.0,2540
2022-05-26,12.1,2542
2022-05-27,12.2,2554
2022-05-28,12.2,2567
2022-05-29,12.2,2566
2022-05-30,12.3,2567
2022-05-31,12.3,2568
2022-06-01,12.3,2587
2022-06-02,12.3,2573
2022-06-03,12.3,2586
2022-06-04,12.3,2577
2022-06-05,12.3,2577
2022-06-06,12.4,2577
2022-06-07,12.4,2587
2022-06-08,12.4,2583
2022-06-09,12.2,2574
2022-06-10,12.1,2557
2022-06-11,12.0,2545
2022-06-12,12.0,2545
2022-06-13,11.8,2543
2022-06-14,11.8,2527
2022-06-15,11.8,2514
2022-06-16,11.7,2528
2022-06-17,11.7,2505
2022-06-18,11.7,2509
2022-06-19,11.7,2509
2022-06-20,11.7,2509
2022-06-21,11.8,2511
2022-06-22,11.8,2524
2022-06-23,11.9,2514
2022-06-24,12.0,2514
2022-06-25,12.1,2533
2022-06-26,12.1,2533
2022-06-27,12.1,2532
2022-06-28,12.0,2542
2022-06-29,11.9,2538
2022-06-30,11.9,2534
2022-07-01,11.9,2534
2022-07-02,11.9,2524
2022-07-03,11.9,2524
2022-07-04,11.9,2524
2022-07-05,11.9,2524
2022-07-06,11.8,2520
2022-07-07,11.9,2524
2022-07-08,11.9,2535
2022-07-09,11.9,2540
2022-07-10,11.9,2539
2022-07-11,11.8,2539
2022-07-12,11.8,2523
2022-07-13,11.8,2523
2022-07-14,11.7,2502
2022-07-15,11.7,2501
2022-07-16,11.7,2501
2022-07-17,11.7,2491
2022-07-18,11.6,2491
2022-07-19,11.9,2508
2022-07-20,12.0,2525
2022-07-21,12.1,2539
2022-07-22,12.0,2543
2022-07-23,12.0,2530
2022-07-24,12.0,2530
2022-07-25,11.9,2530
2022-07-26,12.0,2530
2022-07-27,11.9,2513
2022-07-28,11.9,2513
2022-07-29,12.1,2536
2022-07-30,12.1,2545
2022-07-31,12.1,2545
2022-08-01,12.2,2545
2022-08-02,12.2,2549
2022-08-03,12.2,2540
2022-08-04,12.2,2538
2022-08-05,12.2,2548
2022-08-06,12.2,2556
2022-08-07,12.2,2556
2022-08-08,12.2,2556
2022-08-09,12.2,2567
2022-08-10,12.2,2549
2022-08-11,12.4,2568
2022-08-12,12.4,2578
